created_at,entry_id,field1,latitude,longitude,elevation,status
2024-02-28T01:56:50+00:00,47,11.35414,,,,
2024-02-28T01:57:07+00:00,48,10.86754,,,,
2024-02-28T01:57:24+00:00,49,10.86754,,,,
2024-02-28T01:57:41+00:00,50,10.86754,,,,
2024-02-28T01:57:58+00:00,51,11.67854,,,,
2024-02-28T01:58:15+00:00,52,10.94864,,,,
2024-02-28T01:58:32+00:00,53,10.46203,,,,
2024-02-28T01:58:48+00:00,54,10.94864,,,,
2024-02-28T01:59:22+00:00,55,-39.28205,,,,
2024-02-28T01:59:39+00:00,56,-39.28205,,,,
2024-02-28T01:59:56+00:00,57,-38.95971,,,,
2024-02-28T02:00:12+00:00,58,-38.79853,,,,
2024-02-28T02:00:30+00:00,59,-38.71795,,,,
2024-02-28T02:00:47+00:00,60,-39.20147,,,,
2024-02-28T02:01:03+00:00,61,-39.20147,,,,
2024-02-28T02:01:20+00:00,62,-39.12088,,,,
2024-02-28T02:01:37+00:00,63,-39.44322,,,,
2024-02-28T02:01:54+00:00,64,-38.95971,,,,
2024-02-28T02:02:10+00:00,65,-38.79853,,,,
2024-02-28T02:02:42+00:00,66,-38.95971,,,,
2024-02-28T02:02:59+00:00,67,-39.52381,,,,
2024-02-28T02:03:16+00:00,68,-39.68498,,,,
2024-02-28T02:03:34+00:00,69,-39.12088,,,,
2024-02-28T02:03:50+00:00,70,-38.95971,,,,
2024-02-28T02:05:57+00:00,71,-50.00000,,,,
2024-02-28T02:06:14+00:00,72,-50.00000,,,,
2024-02-28T02:06:31+00:00,73,-50.00000,,,,
2024-02-28T02:07:06+00:00,74,-50.00000,,,,
2024-02-28T02:07:21+00:00,75,-50.00000,,,,
2024-02-28T02:07:37+00:00,76,-50.00000,,,,
2024-02-28T02:07:52+00:00,77,-50.00000,,,,
2024-02-28T02:08:08+00:00,78,-50.00000,,,,
2024-02-28T02:08:23+00:00,79,-50.00000,,,,
2024-02-28T02:08:38+00:00,80,-50.00000,,,,
2024-02-28T02:08:53+00:00,81,-50.00000,,,,
2024-02-28T02:09:08+00:00,82,-50.00000,,,,
2024-02-28T02:12:46+00:00,83,-50.00000,,,,
2024-02-28T02:13:13+00:00,84,0.00000,,,,
2024-02-28T02:13:28+00:00,85,0.00000,,,,
2024-02-28T02:13:44+00:00,86,0.00000,,,,
2024-02-28T02:13:59+00:00,87,0.00000,,,,
2024-02-28T02:14:14+00:00,88,0.00000,,,,
2024-02-28T02:14:30+00:00,89,0.00000,,,,
2024-02-28T02:14:45+00:00,90,0.00000,,,,
2024-02-28T02:15:01+00:00,91,0.00000,,,,
2024-02-28T02:15:17+00:00,92,0.00000,,,,
2024-02-28T02:15:32+00:00,93,0.00000,,,,
2024-02-28T02:15:47+00:00,94,0.00000,,,,
2024-02-28T02:16:03+00:00,95,0.00000,,,,
2024-02-28T02:16:18+00:00,96,0.00000,,,,
2024-02-28T02:16:33+00:00,97,0.00000,,,,
2024-02-28T02:16:49+00:00,98,0.00000,,,,
2024-02-28T02:17:05+00:00,99,0.00000,,,,
2024-02-28T02:17:20+00:00,100,0.00000,,,,
2024-02-28T02:17:35+00:00,101,0.00000,,,,
2024-02-28T02:18:48+00:00,102,0.00000,,,,
2024-02-28T02:19:03+00:00,103,0.00000,,,,
2024-02-28T02:19:19+00:00,104,0.00000,,,,
2024-02-28T02:19:34+00:00,105,0.00000,,,,
2024-02-28T02:19:50+00:00,106,0.00000,,,,
2024-02-28T02:20:05+00:00,107,0.00000,,,,
2024-02-28T02:20:27+00:00,108,10.46203,,,,
2024-02-28T02:20:43+00:00,109,10.62423,,,,
2024-02-28T02:20:58+00:00,110,10.46203,,,,
2024-02-28T02:21:13+00:00,111,11.27304,,,,
2024-02-28T02:21:28+00:00,112,11.19194,,,,
2024-02-28T02:21:44+00:00,113,11.27304,,,,
2024-02-28T02:21:59+00:00,114,5.75817,,,,
2024-02-28T02:22:14+00:00,115,10.70533,,,,
2024-02-28T02:22:30+00:00,116,10.78643,,,,
2024-02-28T02:22:45+00:00,117,10.86754,,,,
2024-02-28T02:23:01+00:00,118,10.86754,,,,
2024-02-28T02:23:16+00:00,119,10.38093,,,,
2024-02-28T02:23:31+00:00,120,10.62423,,,,
2024-02-28T02:23:50+00:00,121,10.86754,,,,
2024-02-28T02:24:05+00:00,122,10.21873,,,,
2024-02-28T02:24:21+00:00,123,10.62423,,,,
2024-02-28T02:24:36+00:00,124,10.54313,,,,
2024-02-28T02:24:51+00:00,125,15.49029,,,,
2024-02-28T02:25:07+00:00,126,10.78643,,,,
2024-02-28T02:25:22+00:00,127,10.38093,,,,
2024-02-28T02:25:37+00:00,128,10.54313,,,,
2024-02-28T02:25:52+00:00,129,13.62497,,,,
2024-02-28T02:26:08+00:00,130,10.38093,,,,
2024-02-28T02:26:23+00:00,131,10.78643,,,,
2024-02-28T02:26:39+00:00,132,10.46203,,,,
2024-02-28T02:26:54+00:00,133,13.46277,,,,
2024-02-28T02:27:12+00:00,134,10.54313,,,,
2024-02-28T02:27:27+00:00,135,10.78643,,,,
2024-02-28T02:27:43+00:00,136,12.00295,,,,
2024-02-28T02:27:58+00:00,137,16.86901,,,,
2024-02-28T02:28:14+00:00,138,12.57066,,,,
2024-02-28T02:28:29+00:00,139,11.84075,,,,
2024-02-28T02:28:44+00:00,140,11.59744,,,,
2024-02-28T02:29:00+00:00,141,10.62423,,,,
2024-02-28T02:29:15+00:00,142,9.00221,,,,
2024-02-28T02:29:30+00:00,143,10.78643,,,,
2024-02-28T02:29:45+00:00,144,10.78643,,,,
2024-02-28T02:30:01+00:00,145,10.94864,,,,
2024-02-28T02:30:16+00:00,146,8.35340,,,,
2024-02-28T02:30:31+00:00,147,7.70460,,,,
2024-02-28T02:30:47+00:00,148,9.89432,,,,
2024-02-28T02:31:02+00:00,149,10.46203,,,,
2024-02-28T02:31:17+00:00,150,9.73212,,,,
2024-02-28T02:31:32+00:00,151,10.54313,,,,
2024-02-28T02:31:48+00:00,152,10.13763,,,,
2024-02-28T02:32:03+00:00,153,10.21873,,,,
2024-02-28T02:32:19+00:00,154,10.46203,,,,
2024-02-28T02:32:34+00:00,155,10.13763,,,,
2024-02-28T02:32:50+00:00,156,10.78643,,,,
2024-02-28T02:33:05+00:00,157,10.70533,,,,
2024-02-28T02:33:20+00:00,158,10.38093,,,,
2024-02-28T02:33:36+00:00,159,10.54313,,,,
2024-02-28T02:33:51+00:00,160,11.75965,,,,
2024-02-28T02:34:07+00:00,161,10.38093,,,,
2024-02-28T02:34:22+00:00,162,10.70533,,,,
2024-02-28T02:34:38+00:00,163,10.38093,,,,
2024-02-28T02:34:53+00:00,164,10.46203,,,,
2024-02-28T02:35:08+00:00,165,10.13763,,,,
2024-02-28T02:35:24+00:00,166,10.86754,,,,
2024-02-28T02:35:39+00:00,167,10.29983,,,,
2024-02-28T02:35:55+00:00,168,7.62349,,,,
2024-02-28T02:36:10+00:00,169,10.38093,,,,
2024-02-28T02:36:27+00:00,170,10.38093,,,,
2024-02-28T02:36:42+00:00,171,11.19194,,,,
2024-02-28T02:36:57+00:00,172,10.46203,,,,
2024-02-28T02:37:14+00:00,173,10.13763,,,,
2024-02-28T02:37:47+00:00,174,10.46203,,,,
2024-02-28T02:38:03+00:00,175,14.11158,,,,
2024-02-28T02:38:18+00:00,176,10.46203,,,,
2024-02-28T02:38:33+00:00,177,10.94864,,,,
2024-02-28T02:38:49+00:00,178,10.70533,,,,
2024-02-28T02:39:04+00:00,179,10.46203,,,,
2024-02-28T02:39:19+00:00,180,10.70533,,,,
2024-02-28T02:39:35+00:00,181,6.48808,,,,
2024-02-28T02:39:50+00:00,182,11.19194,,,,
2024-02-28T02:40:06+00:00,183,11.02974,,,,
2024-02-28T02:40:21+00:00,184,10.70533,,,,
2024-02-28T02:40:37+00:00,185,11.19194,,,,
2024-02-28T02:41:00+00:00,186,11.19194,,,,
2024-02-28T02:41:15+00:00,187,12.32735,,,,
2024-02-28T02:41:30+00:00,188,11.02974,,,,
2024-02-28T02:41:46+00:00,189,11.19194,,,,
2024-02-28T02:42:01+00:00,190,11.51634,,,,
2024-02-28T02:42:16+00:00,191,10.94864,,,,
2024-02-28T02:42:31+00:00,192,11.27304,,,,
2024-02-28T02:42:47+00:00,193,10.38093,,,,
2024-02-28T02:43:02+00:00,194,10.78643,,,,
2024-02-28T02:43:17+00:00,195,10.94864,,,,
2024-02-28T02:43:32+00:00,196,10.70533,,,,
2024-02-28T02:43:48+00:00,197,9.97542,,,,
2024-02-28T02:44:03+00:00,198,11.11084,,,,
2024-02-28T02:44:19+00:00,199,9.97542,,,,
2024-02-28T02:44:34+00:00,200,10.54313,,,,
2024-02-28T02:44:50+00:00,201,11.11084,,,,
2024-03-08T21:58:30+00:00,202,,,,,
2024-03-08T21:58:51+00:00,203,,,,,
2024-03-08T21:59:13+00:00,204,,,,,
2024-03-08T21:59:34+00:00,205,,,,,
2024-03-08T21:59:56+00:00,206,,,,,
2024-03-08T22:01:03+00:00,207,20.19415,,,,
2024-03-08T22:01:25+00:00,208,19.70755,,,,
2024-03-08T22:01:46+00:00,209,20.03195,,,,
2024-03-08T22:02:08+00:00,210,19.78865,,,,
2024-03-08T22:02:30+00:00,211,19.54534,,,,
2024-03-08T22:02:51+00:00,212,19.78865,,,,
2024-03-08T22:03:13+00:00,213,19.46424,,,,
2024-03-08T22:03:34+00:00,214,19.46424,,,,
2024-03-08T22:03:56+00:00,215,19.70755,,,,
2024-03-08T22:04:17+00:00,216,19.46424,,,,
2024-03-08T22:04:39+00:00,217,19.54534,,,,
2024-03-08T22:05:00+00:00,218,19.46424,,,,
2024-03-08T22:05:22+00:00,219,19.54534,,,,
2024-03-08T22:05:44+00:00,220,19.46424,,,,
2024-03-08T22:06:05+00:00,221,19.38314,,,,
2024-03-08T22:06:27+00:00,222,19.46424,,,,
2024-03-08T22:06:49+00:00,223,19.38314,,,,
2024-03-08T22:07:10+00:00,224,19.46424,,,,
2024-03-08T22:07:32+00:00,225,19.46424,,,,
2024-03-08T22:07:53+00:00,226,19.46424,,,,
2024-03-08T22:08:15+00:00,227,19.78865,,,,
2024-03-08T22:08:36+00:00,228,20.11305,,,,
2024-03-08T22:08:58+00:00,229,19.46424,,,,
2024-03-08T22:09:20+00:00,230,19.78865,,,,
2024-03-08T22:09:41+00:00,231,19.70755,,,,
2024-03-08T22:10:03+00:00,232,19.95085,,,,
2024-03-08T22:10:24+00:00,233,19.46424,,,,
2024-03-08T22:10:46+00:00,234,19.78865,,,,
2024-03-08T22:11:07+00:00,235,19.46424,,,,
2024-03-08T22:11:29+00:00,236,19.70755,,,,
2024-03-08T22:11:51+00:00,237,19.78865,,,,
2024-03-08T22:12:12+00:00,238,19.54534,,,,
2024-03-08T22:12:34+00:00,239,19.62644,,,,
2024-03-08T22:40:34+00:00,240,14.51708,,,,
2024-03-08T22:40:55+00:00,241,14.27378,,,,
2024-03-08T22:44:05+00:00,242,12.40845,,,,
2024-03-08T22:44:26+00:00,243,12.89506,,,,
2024-03-08T22:44:48+00:00,244,13.21946,,,,
2024-03-08T22:45:10+00:00,245,12.08405,,,,
2024-03-08T22:45:31+00:00,246,12.73286,,,,
2024-03-08T22:45:52+00:00,247,12.16515,,,,
2024-03-08T22:46:14+00:00,248,12.48956,,,,
2024-03-08T22:46:36+00:00,249,12.32735,,,,
2024-03-08T22:46:57+00:00,250,11.67854,,,,
2024-03-08T22:47:19+00:00,251,12.48956,,,,
2024-03-08T22:47:40+00:00,252,12.40845,,,,
2024-03-08T22:48:02+00:00,253,11.92185,,,,
2024-03-08T22:48:26+00:00,254,11.51634,,,,
2024-03-08T22:48:47+00:00,255,11.67854,,,,
2024-03-08T22:49:09+00:00,256,11.67854,,,,
2024-03-08T22:49:31+00:00,257,11.51634,,,,
2024-03-08T22:49:52+00:00,258,11.67854,,,,
2024-03-08T22:50:13+00:00,259,11.11084,,,,
2024-03-08T22:50:35+00:00,260,11.51634,,,,
2024-03-08T22:50:56+00:00,261,11.43524,,,,
2024-03-08T22:51:18+00:00,262,11.19194,,,,
2024-03-08T22:51:40+00:00,263,10.70533,,,,
2024-03-08T22:52:02+00:00,264,11.02974,,,,
2024-03-08T22:52:23+00:00,265,11.02974,,,,
2024-03-08T22:52:46+00:00,266,11.43524,,,,
2024-03-08T22:53:07+00:00,267,10.70533,,,,
2024-03-08T22:53:29+00:00,268,10.78643,,,,
2024-03-08T22:53:51+00:00,269,11.11084,,,,
2024-03-08T22:54:17+00:00,270,11.11084,,,,
2024-03-08T22:54:39+00:00,271,10.86754,,,,
2024-03-08T22:55:01+00:00,272,10.46203,,,,
2024-03-08T22:55:26+00:00,273,10.62423,,,,
2024-03-08T22:55:47+00:00,274,10.46203,,,,
2024-03-08T22:56:12+00:00,275,10.46203,,,,
2024-03-08T22:56:36+00:00,276,10.38093,,,,
2024-03-08T22:57:13+00:00,277,10.38093,,,,
2024-03-08T22:58:01+00:00,278,10.29983,,,,
2024-03-08T22:58:23+00:00,279,10.94864,,,,
2024-03-08T22:58:45+00:00,280,10.29983,,,,
2024-03-08T22:59:06+00:00,281,10.54313,,,,
2024-03-08T22:59:28+00:00,282,11.19194,,,,
2024-03-08T22:59:50+00:00,283,10.86754,,,,
2024-03-08T23:00:14+00:00,284,10.46203,,,,
2024-03-08T23:00:42+00:00,285,10.70533,,,,
2024-03-08T23:01:06+00:00,286,10.94864,,,,
2024-03-08T23:01:30+00:00,287,10.86754,,,,
2024-03-08T23:01:52+00:00,288,10.54313,,,,
2024-03-08T23:02:14+00:00,289,11.02974,,,,
2024-03-08T23:02:35+00:00,290,10.86754,,,,
2024-03-08T23:09:06+00:00,291,11.43524,,,,
2024-03-08T23:09:27+00:00,292,11.19194,,,,
2024-03-08T23:09:48+00:00,293,11.27304,,,,
2024-03-08T23:10:10+00:00,294,11.19194,,,,
2024-03-08T23:10:31+00:00,295,10.70533,,,,
2024-03-08T23:10:53+00:00,296,10.86754,,,,
2024-03-08T23:11:14+00:00,297,11.19194,,,,
2024-03-08T23:11:36+00:00,298,10.54313,,,,
2024-03-08T23:11:57+00:00,299,11.19194,,,,
2024-03-08T23:12:19+00:00,300,10.86754,,,,
2024-03-08T23:12:45+00:00,301,11.35414,,,,
2024-03-08T23:13:06+00:00,302,10.78643,,,,
2024-03-08T23:13:28+00:00,303,10.78643,,,,
2024-03-08T23:13:50+00:00,304,11.27304,,,,
2024-03-08T23:14:11+00:00,305,11.43524,,,,
2024-03-08T23:14:33+00:00,306,11.19194,,,,
2024-03-08T23:14:57+00:00,307,11.67854,,,,
2024-03-08T23:15:18+00:00,308,10.62423,,,,
2024-03-08T23:15:40+00:00,309,11.27304,,,,
2024-03-08T23:16:02+00:00,310,10.46203,,,,
2024-03-08T23:16:24+00:00,311,11.27304,,,,
2024-03-08T23:16:45+00:00,312,11.19194,,,,
2024-03-08T23:17:09+00:00,313,11.35414,,,,
2024-03-08T23:17:33+00:00,314,10.78643,,,,
2024-03-08T23:17:56+00:00,315,11.67854,,,,
2024-03-08T23:18:17+00:00,316,11.59744,,,,
2024-03-08T23:18:39+00:00,317,11.11084,,,,
2024-03-08T23:19:02+00:00,318,10.86754,,,,
2024-03-08T23:19:38+00:00,319,10.78643,,,,
2024-03-08T23:19:59+00:00,320,11.35414,,,,
2024-03-08T23:20:21+00:00,321,11.27304,,,,
2024-03-08T23:20:43+00:00,322,11.35414,,,,
2024-03-08T23:21:06+00:00,323,10.86754,,,,
2024-03-08T23:21:28+00:00,324,11.11084,,,,
2024-03-08T23:21:49+00:00,325,11.19194,,,,
2024-03-08T23:22:13+00:00,326,11.19194,,,,
2024-03-08T23:22:51+00:00,327,10.86754,,,,
2024-03-08T23:23:26+00:00,328,11.59744,,,,
2024-03-08T23:23:50+00:00,329,11.11084,,,,
2024-03-08T23:24:14+00:00,330,10.94864,,,,
2024-03-08T23:24:39+00:00,331,11.35414,,,,
2024-03-08T23:25:03+00:00,332,10.94864,,,,
2024-03-08T23:25:25+00:00,333,11.02974,,,,
2024-03-08T23:25:46+00:00,334,11.43524,,,,
2024-03-08T23:26:10+00:00,335,11.35414,,,,
2024-03-08T23:26:45+00:00,336,10.86754,,,,
2024-03-08T23:27:07+00:00,337,11.27304,,,,
2024-03-08T23:27:31+00:00,338,11.11084,,,,
2024-03-08T23:27:52+00:00,339,11.35414,,,,
2024-03-08T23:28:14+00:00,340,10.94864,,,,
2024-03-08T23:28:35+00:00,341,11.67854,,,,
2024-03-08T23:28:59+00:00,342,11.51634,,,,
2024-03-08T23:29:21+00:00,343,10.70533,,,,
2024-03-08T23:29:43+00:00,344,11.67854,,,,
2024-03-08T23:30:04+00:00,345,11.02974,,,,
2024-03-08T23:30:26+00:00,346,10.70533,,,,
2024-03-08T23:30:47+00:00,347,11.19194,,,,
2024-03-08T23:31:09+00:00,348,11.27304,,,,
2024-03-08T23:31:30+00:00,349,11.02974,,,,
2024-03-08T23:31:54+00:00,350,10.78643,,,,
2024-03-08T23:32:16+00:00,351,11.59744,,,,
2024-03-08T23:32:37+00:00,352,12.24625,,,,
2024-03-08T23:32:59+00:00,353,11.27304,,,,
2024-03-08T23:33:20+00:00,354,11.67854,,,,
2024-03-08T23:33:41+00:00,355,11.51634,,,,
2024-03-08T23:34:03+00:00,356,11.43524,,,,
2024-03-08T23:34:24+00:00,357,11.19194,,,,
2024-03-08T23:34:46+00:00,358,11.02974,,,,
2024-03-08T23:35:07+00:00,359,10.94864,,,,
2024-03-08T23:35:29+00:00,360,10.94864,,,,
2024-03-08T23:36:03+00:00,361,11.43524,,,,
2024-03-08T23:36:27+00:00,362,11.51634,,,,
2024-03-08T23:36:50+00:00,363,11.43524,,,,
2024-03-08T23:37:12+00:00,364,10.78643,,,,
2024-03-08T23:37:33+00:00,365,11.19194,,,,
2024-03-08T23:38:01+00:00,366,11.51634,,,,
2024-03-08T23:38:22+00:00,367,11.43524,,,,
2024-03-08T23:38:44+00:00,368,11.27304,,,,
2024-03-08T23:39:08+00:00,369,11.19194,,,,
2024-03-08T23:39:45+00:00,370,11.59744,,,,
2024-03-08T23:40:07+00:00,371,11.35414,,,,
2024-03-08T23:40:29+00:00,372,11.27304,,,,
2024-03-08T23:40:50+00:00,373,11.43524,,,,
2024-03-08T23:49:35+00:00,374,11.02974,,,,
2024-03-08T23:49:58+00:00,375,11.67854,,,,
2024-03-08T23:50:19+00:00,376,11.11084,,,,
2024-03-09T02:28:55+00:00,377,17.84222,,,,
2024-03-09T02:29:15+00:00,378,18.08552,,,,
2024-03-09T02:29:36+00:00,379,18.16663,,,,
2024-03-09T02:29:56+00:00,380,17.92332,,,,
2024-03-09T02:30:34+00:00,381,18.32883,,,,
2024-03-09T02:30:54+00:00,382,18.24773,,,,
2024-03-09T02:31:14+00:00,383,17.92332,,,,
2024-03-09T02:31:35+00:00,384,18.24773,,,,
2024-03-09T02:31:55+00:00,385,18.24773,,,,
2024-03-09T02:32:16+00:00,386,18.16663,,,,
2024-03-09T02:32:37+00:00,387,18.24773,,,,
2024-03-09T02:32:58+00:00,388,18.24773,,,,
2024-03-09T02:33:18+00:00,389,18.32883,,,,
2024-03-09T02:33:39+00:00,390,18.32883,,,,
2024-03-09T02:33:59+00:00,391,18.08552,,,,
2024-03-09T02:34:19+00:00,392,17.92332,,,,
2024-03-09T02:34:40+00:00,393,18.00442,,,,
2024-03-09T02:35:00+00:00,394,18.40993,,,,
2024-03-09T02:35:20+00:00,395,18.16663,,,,
2024-03-09T02:35:41+00:00,396,18.24773,,,,
2024-03-09T02:36:01+00:00,397,18.16663,,,,
2024-03-09T02:36:22+00:00,398,18.40993,,,,
2024-03-09T02:36:43+00:00,399,18.32883,,,,
2024-03-09T02:37:04+00:00,400,18.40993,,,,
2024-03-09T02:37:24+00:00,401,18.65323,,,,
2024-03-09T02:37:45+00:00,402,18.65323,,,,
2024-03-09T02:38:05+00:00,403,18.40993,,,,
2024-03-09T02:38:25+00:00,404,18.24773,,,,
2024-03-09T02:38:46+00:00,405,18.97763,,,,
2024-03-09T02:39:06+00:00,406,19.05874,,,,
2024-03-09T02:39:27+00:00,407,18.32883,,,,
2024-03-09T02:39:47+00:00,408,18.65323,,,,
2024-03-09T02:40:07+00:00,409,18.32883,,,,
2024-03-09T02:40:28+00:00,410,18.65323,,,,
2024-03-09T02:40:49+00:00,411,18.97763,,,,
2024-03-09T02:41:10+00:00,412,18.08552,,,,
2024-03-09T02:41:30+00:00,413,18.08552,,,,
2024-03-09T02:41:50+00:00,414,18.32883,,,,
2024-03-09T02:42:11+00:00,415,18.32883,,,,
2024-03-09T02:42:31+00:00,416,18.49103,,,,
2024-03-09T02:42:52+00:00,417,18.40993,,,,
2024-03-09T02:43:12+00:00,418,18.40993,,,,
2024-03-09T02:43:33+00:00,419,18.89653,,,,
2024-03-09T02:43:53+00:00,420,18.65323,,,,
2024-03-09T02:44:13+00:00,421,18.73433,,,,
2024-03-09T02:44:34+00:00,422,18.97763,,,,
2024-03-09T02:44:54+00:00,423,18.24773,,,,
2024-03-09T02:45:14+00:00,424,18.73433,,,,
2024-03-09T02:45:35+00:00,425,18.65323,,,,
2024-03-09T02:45:55+00:00,426,19.05874,,,,
2024-03-09T02:46:16+00:00,427,18.49103,,,,
2024-03-09T02:46:36+00:00,428,18.65323,,,,
2024-03-09T02:46:56+00:00,429,19.05874,,,,
2024-03-09T02:47:17+00:00,430,18.97763,,,,
2024-03-09T02:47:37+00:00,431,18.40993,,,,
2024-03-09T02:47:58+00:00,432,18.89653,,,,
2024-03-09T02:48:20+00:00,433,18.65323,,,,
2024-03-09T02:48:40+00:00,434,18.65323,,,,
2024-03-09T02:49:01+00:00,435,18.49103,,,,
2024-03-09T02:49:21+00:00,436,18.73433,,,,
2024-03-09T02:49:42+00:00,437,18.57213,,,,
2024-03-09T02:50:02+00:00,438,18.49103,,,,
2024-03-09T02:50:22+00:00,439,18.73433,,,,
2024-03-09T02:50:43+00:00,440,19.05874,,,,
2024-03-09T02:51:03+00:00,441,18.57213,,,,
2024-03-09T02:51:24+00:00,442,18.57213,,,,
2024-03-09T02:51:45+00:00,443,18.57213,,,,
2024-03-09T02:52:06+00:00,444,18.40993,,,,
2024-03-09T02:52:26+00:00,445,17.76112,,,,
2024-03-09T02:52:47+00:00,446,18.65323,,,,
2024-03-09T02:53:08+00:00,447,18.65323,,,,
2024-03-09T02:53:28+00:00,448,18.24773,,,,
2024-03-09T02:53:49+00:00,449,18.89653,,,,
2024-03-09T02:54:09+00:00,450,18.65323,,,,
2024-03-09T02:54:28+00:00,451,18.40993,,,,
2024-03-09T02:54:53+00:00,452,18.08552,,,,
2024-03-09T02:55:14+00:00,453,18.73433,,,,
2024-03-09T02:55:34+00:00,454,18.73433,,,,
2024-03-09T02:55:55+00:00,455,18.97763,,,,
2024-03-09T02:56:15+00:00,456,18.73433,,,,
2024-03-09T02:56:36+00:00,457,18.57213,,,,
2024-03-09T02:56:56+00:00,458,18.24773,,,,
2024-03-09T02:57:17+00:00,459,18.49103,,,,
2024-03-09T02:57:38+00:00,460,19.38314,,,,
2024-03-09T02:57:58+00:00,461,18.32883,,,,
2024-03-09T02:58:19+00:00,462,18.97763,,,,
2024-03-09T02:58:39+00:00,463,18.32883,,,,
2024-03-09T02:59:00+00:00,464,18.57213,,,,
2024-03-09T02:59:20+00:00,465,19.22094,,,,
2024-03-09T02:59:40+00:00,466,18.40993,,,,
2024-03-09T03:00:01+00:00,467,18.57213,,,,
2024-03-09T03:00:21+00:00,468,18.73433,,,,
2024-03-09T03:00:42+00:00,469,18.49103,,,,
2024-03-09T03:01:02+00:00,470,19.22094,,,,
2024-03-09T03:01:22+00:00,471,18.57213,,,,
2024-03-09T03:01:43+00:00,472,18.89653,,,,
2024-03-09T03:02:03+00:00,473,19.22094,,,,
2024-03-09T03:02:24+00:00,474,18.40993,,,,
2024-03-09T03:02:44+00:00,475,18.40993,,,,
2024-03-09T03:03:05+00:00,476,18.89653,,,,
2024-03-09T03:03:25+00:00,477,18.73433,,,,
2024-03-09T03:03:46+00:00,478,18.65323,,,,
2024-03-09T03:04:07+00:00,479,18.97763,,,,
2024-03-09T03:04:27+00:00,480,18.16663,,,,
2024-03-09T03:05:00+00:00,481,18.81543,,,,
2024-03-09T03:05:20+00:00,482,18.73433,,,,
2024-03-09T03:05:41+00:00,483,18.73433,,,,
2024-03-09T03:06:01+00:00,484,19.05874,,,,
2024-03-09T03:06:21+00:00,485,19.05874,,,,
2024-03-09T03:07:47+00:00,486,18.97763,,,,
2024-03-09T03:11:04+00:00,487,19.05874,,,,
2024-03-09T03:11:25+00:00,488,18.73433,,,,
2024-03-09T03:11:45+00:00,489,19.05874,,,,
2024-03-09T03:12:06+00:00,490,18.89653,,,,
2024-03-09T03:12:26+00:00,491,18.73433,,,,
2024-03-09T03:12:46+00:00,492,18.65323,,,,
2024-03-09T03:13:07+00:00,493,18.73433,,,,
2024-03-09T03:13:27+00:00,494,18.57213,,,,
2024-03-09T03:13:47+00:00,495,18.73433,,,,
2024-03-09T03:14:08+00:00,496,18.81543,,,,
2024-03-09T03:14:28+00:00,497,18.89653,,,,
